 tai 	 against 	 preposition 
 akai 	 red ; reddish ; ruddy ; blood-red ; carmine ; cerise ; cherry ; cherry-red ; crimson ; ruby ; ruby-red ; scarlet 	 color 
 kiiroi 	 yellow ; yellowish ; xanthous 	 color 
 kuroi 	 black 	 adjective 
 meiro_ 	 bright ; brilliant ; vivid 	 adjective 
 kuroppoi 	 dark 	 adjective 
 kitanai 	 dirty ; soiled ; unclean 	 adjective 
 surudoi 	 astute ; sharp ; shrewd 	 adjective 
 tooi 	 far 	 adjective 
 kakubetsu 	 especial ; exceptional ; particular ; special 	 adjective 
 tadashii 	 correct ; right 	 adjective 
 fuka 	 incorrect ; wrong 	 adjective 
 nibemonai 	 brusque ; brusk ; curt ; short 	 adjective 
 yowai 	 delicate ; fragile ; frail 	 adjective 
 teitai 	 difficult ; hard 	 adjective 
 keii 	 elementary ; simple ; uncomplicated ; unproblematic 	 adjective 
 hiratai 	 even ; fifty-fifty 	 adjective 
 hiratai 	 flat ; level ; plane 	 adjective 
 yasui 	 cheap ; inexpensive 	 adjective 
 himanshita 	 fat 	 adjective 
 aburakkoi 	 fatty ; fat 	 adjective 
 mishiranu 	 foreign ; strange 	 adjective 
 wabishii 	 hapless ; miserable ; misfortunate ; pathetic ; piteous ; pitiable ; pitiful ; poor ; wretched 	 adjective 
 zenpanteki 	 general 	 adjective 
 suteki 	 bang-up ; bully ; corking ; cracking ; dandy ; great ; groovy ; keen ; neat ; nifty ; not bad ; peachy ; slap-up ; swell ; smashing 	 adjective 
 warui 	 bad 	 adjective 
 kanshinsubeki 	 deplorable ; distressing ; lamentable ; pitiful ; sad ; sorry 	 adjective 
 katai 	 firm ; solid 	 adjective 
 yawarakai 	 soft 	 adjective 
 sukoyaka 	 good ; sound 	 adjective 
 hikui 	 low 	 adjective 
 ika 	 nether ; under 	 adjective 
 sokkenai 	 cold 	 adjective 
 chottoshita 	 fiddling ; footling ; lilliputian ; little ; niggling ; piddling ; piffling ; petty ; picayune ; trivial 	 adjective 
 monoganashii 	 sad 	 adjective 
 komakai 	 infinitesimal ; minute 	 adjective 
 sasayaka 	 minor ; modest ; small ; small-scale ; pocket-size ; pocket-sized 	 adjective 
 takaraka 	 loud 	 adjective 
 itoshii 	 beloved ; darling ; dear 	 adjective 
 hitsuzenteki 	 necessary 	 adjective 
 shominteki 	 normal 	 adjective 
 chu_ko 	 old 	 adjective 
 wakai 	 young ; immature 	 adjective 
 hisoka 	 clandestine ; cloak-and-dagger ; hole-and-corner ; hugger-mugger ; hush-hush ; secret ; surreptitious ; undercover ; underground 	 adjective 
 shisetsu 	 private 	 adjective 
 nikuteki 	 physical 	 adjective 
 surudoi 	 acuate ; acute ; sharp ; needlelike 	 adjective 
 seijiteki 	 political 	 adjective 
 tsuyoi 	 potent ; strong ; stiff 	 adjective 
 shizuka 	 quiet 	 adjective 
 mokumoku 	 silent ; soundless ; still 	 adjective 
 junto_ 	 right 	 adjective 
 hidarigawa 	 left 	 adjective 
 shikakui 	 square 	 adjective 
 tsutsuganai 	 safe 	 adjective 
 onaji 	 same 	 adjective 
 mimiatarashii 	 new 	 adjective 
 omoomoshii 	 serious 	 adjective 
 jukurenshita 	 adept ; expert ; good ; practiced ; proficient ; skillful ; skilful 	 adjective 
 somatsu 	 crude ; rough 	 adjective 
 subete 	 all 	 adjective 
 onoono 	 every 	 adjective 
 kayowai 	 faint ; feeble 	 adjective 
 nigai 	 bitter 	 adjective 
 futoi 	 thick 	 adjective 
 usso_ 	 thick 	 adjective 
 hidoi 	 violent 	 adjective 
 attakai 	 warm 	 adjective 
 shimetta 	 wet 	 adjective 
 sakuzen 	 dry 	 adjective 
 yo_yo_taru 	 wide ; broad 	 adjective 
 semai 	 narrow 	 adjective 
 kashikoi 	 wise 	 adjective 
 bakageta 	 foolish 	 adjective 
 kagakuteki 	 chemical ; chemic 	 adjective 
 butsuriteki 	 physical 	 adjective 
 honno 	 merely ; simply ; just ; only ; but 	 adverb 
 naigai 	 approximately ; about ; close to ; just about ; some ; roughly ; more or less ; around ; or so 	 adverb 
 shikashinagara 	 however ; nevertheless ; withal ; still ; yet ; all the same ; even so ; nonetheless ; notwithstanding 	 adverb 
 yahari 	 still 	 adverb 
 hijo_ni 	 very ; really ; real ; rattling 	 adverb 
 sarani 	 again ; once again ; once more ; over again 	 adverb 
 sokuzani 	 immediately ; instantly ; straightaway ; straight off ; directly ; now ; right away ; at once ; forthwith ; like a shot 	 adverb 
 jikini 	 directly ; straight ; direct 	 adverb 
 mae 	 earlier ; before 	 adverb 
 ayauku 	 about ; almost ; most ; nearly ; near ; nigh ; virtually ; well-nigh 	 adverb 
 chiisai 	 little 	 adverb 
 saizen 	 first ; firstly ; foremost ; first of all ; first off 	 adverb 
 do_zen 	 right 	 adverb 
 soko 	 there ; at that place ; in that location 	 adverb 
 shikaraba 	 then ; so ; and so ; and then 	 adverb 
 ko_shita 	 such 	 adverb 
 shizushizu 	 slowly ; slow ; easy ; tardily 	 adverb 
 cho_do 	 right 	 adverb 
 myo_nichi 	 tomorrow 	 adverb 
 sakujitsu 	 yesterday 	 adverb 
 kagaku 	 chemistry ; chemical science 	 science 
 doitsu 	 Germany ; Federal Republic of Germany ; Deutschland ; FRG 	 country 
 indo 	 India ; Republic of India ; Bharat 	 country 
 tenmongaku 	 astronomy ; uranology 	 astronomy 
 ju_nigatsu 	 December ; Dec 	 time 
 ju_gatsu 	 October ; Oct 	 time 
 ju_ichigatsu 	 November ; Nov 	 time 
 seido_ 	 politics 	 diplomacy 
 kugatsu 	 September ; Sep ; Sept 	
 afurika 	 Africa 	
 shigatsu 	 April ; Apr 	 time 
 su_gaku 	 mathematics ; math ; maths 	 mathematics 
 butsurigaku 	 physics ; natural philosophy 	 physics 
 rokugatsu 	 June 	 time 
 shichigatsu 	 July 	 time 
 aruzenchin 	 Argentina ; Argentine Republic 	 country 
 seiyo_sho_gi 	 chess ; chess game 	
 sho_gatsu 	 January ; Jan 	 time 
 chiri 	 geography ; geographics 	
 suiso 	 hydrogen ; H ; atomic number 1 	 chemical element 
 gogatsu 	 May 	
 rokoku 	 Soviet Union ; Russia ; Union of Soviet Socialist Republics ; USSR 	
 kanada 	 Canada 	
 nigatsu 	 February ; Feb 	 time 
 suisu 	 Switzerland ; Swiss Confederation ; Suisse ; Schweiz ; Svizzera 	 country 
 supein 	 Spain ; Kingdom of Spain ; Espana 	 country 
 ?? 	 Bible ; Christian Bible ; Book ; Good Book ; Holy Scripture ; Holy Writ ; Scripture ; Word of God ; Word 	
 genshi 	 atom 	 physics 
 bakushu 	 beer 	 food 
 nihon 	 Japan ; Nippon ; Nihon 	 country 
 porutogaru 	 Portugal ; Portuguese Republic 	 country 
 po_rando 	 Poland ; Republic of Poland ; Polska 	 country 
 o_shu_ 	 Europe 	
 ajia 	 Asia 	
 kirisutokyo_ 	 Christianity ; Christian religion 	 faith 
 enkai 	 ocean 	 nature 
 tairiku 	 continent 	 geology 
 eikoku 	 England 	
 raten 	 Latin 	 language 
 no_ko_ 	 farming ; agriculture ; husbandry 	 agriculture 
 getsuyo_bi 	 Monday ; Mon 	 time 
 seibutsugaku 	 biology ; biological science 	 science 
 sanso 	 oxygen ; O ; atomic number 8 	 chemical element 
 shinrigaku 	 psychology ; psychological science 	 health 
 chishitsugaku 	 geology 	
 tora 	 tiger ; Panthera tigris 	 animal 
 jiten 	 encyclopedia ; cyclopedia ; encyclopaedia ; cyclopaedia 	
 rekishi 	 history 	 society 
 kin'youbi 	 Friday ; Fri 	 time 
 mitsu 	 honey 	 spice 
 mokuyo_bi 	 Thursday ; Th 	 time 
 odori 	 dance 	 music 
 kayo_bi 	 Tuesday ; Tues 	
 kimo 	 liver 	 anatomy 
 suiyo_bi 	 Wednesday ; Midweek ; Wed 	 time 
 kyo_ 	 Hungary ; Republic of Hungary ; Magyarorszag 	 country 
 rankoku 	 Netherlands ; The Netherlands ; Kingdom of The Netherlands ; Nederland ; Holland 	 country 
 jinruigaku 	 anthropology 	
 berugi_ 	 Belgium ; Kingdom of Belgium ; Belgique 	 country 
 ho_kiboshi 	 comet 	 astronomy 
 rakuda 	 camel 	 animal 
 teikin 	 violin ; fiddle 	 music 
 jishin 	 earthquake ; quake ; temblor ; seism 	 nature 
 nichiyo_bi 	 Sunday ; Lord's Day ; Dominicus ; Sun 	 time 
 kazan 	 vent ; volcano 	 nature 
 cha 	 tea 	 food 
 seikon 	 energy ; free energy 	 nature 
 kyo_wakoku 	 democracy ; republic ; commonwealth 	 society 
 cho_cho_ 	 butterfly 	 animal 
 kosui 	 lake 	 nature 
 keizaigaku 	 economics ; economic science ; political economy 	 mathematics 
 washi 	 eagle ; bird of Jove 	 animal 
 kikagaku 	 geometry 	 mathematics 
 uchu_ 	 universe ; existence ; creation ; world ; cosmos ; macrocosm 	 astronomy 
 kongo_seki 	 diamond 	 chemistry 
 gengogaku 	 linguistics 	 linguistics 
 kaibo_gaku 	 anatomy ; general anatomy 	 biology 
 zo_ 	 elephant 	 animal 
 nezumi 	 mouse 	 animal 
 jido_sha 	 car ; auto ; automobile ; machine ; motorcar 	 transport 
 shakaigaku 	 sociology 	
 do_butsugaku 	 zoology ; zoological science 	 biology 
 daisu_gaku 	 algebra 	 mathematics 
 to_kei 	 statistics 	 mathematics 
 remon 	 lemon 	 food 
 shibaigoya 	 theater ; theatre ; house 	 city 
 sensei 	 doctor ; doc ; physician ; MD ; Dr. ; medico 	 profession 
 io_ 	 sulfur ; S ; sulphur ; atomic number 16 	 nature 
 taiyo_shu_ 	 Oceania ; Oceanica 	
 usagi 	 rabbit ; coney ; cony 	 animal 
 aoiro 	 blue ; blueness 	 color 
 bunmei 	 culture ; civilization ; civilisation 	 society 
 teikyu_ 	 tennis ; lawn tennis 	 sports 
 meishi 	 noun 	 linguistics 
 ondo 	 temperature 	 nature 
 denwa 	 telephone ; phone ; telephone set 	 device 
 rin 	 phosphorus ; P ; atomic number 15 	 chemical element 
 toshi 	 city ; metropolis ; urban center 	 society 
 sekishoku 	 red ; redness 	 color 
 gasu 	 gas ; gaseous state 	 physics 
 hai 	 lung 	 anatomy 
 ookami 	 wolf 	 animal 
 shimauma 	 zebra 	 animal 
 mittsu 	 three ; 3 ; iii 	 number 
 seikagaku 	 biochemistry 	 biology 
 kakumei 	 revolution 	
 yume 	 dream ; dreaming 	
 kirin 	 giraffe ; camelopard ; Giraffa camelopardalis 	 animal 
 ginko_ 	 depository financial institution ; bank ; banking concern ; banking company 	 city 
 kawazu 	 frog ; toad ; toad frog ; anuran ; batrachian ; salientian 	 animal 
 goho_ 	 grammar 	 linguistics 
 wani 	 crocodile 	 animal 
 inbun 	 poetry ; poesy ; verse 	 art 
 shika 	 deer ; cervid 	 animal 
 sankakkei 	 triangle ; trigon ; trilateral 	 geometry 
 idengaku 	 genetics ; genetic science 	 biology 
 denshi 	 electron ; negatron 	 physics 
 shokubutsugaku 	 botany ; phytology 	 biology 
 denshiko_gaku 	 electronics 	 physics 
 yatsu 	 eight ; 8 ; viii 	 number 
 ronri 	 logic 	 mathematics 
 rinrigaku 	 ethics ; moral philosophy 	 law 
 too 	 ten ; 10 ; x 	 number 
 haiyu_ 	 actor ; histrion ; player ; thespian ; role player 	 profession 
 ro_kyu_ 	 basketball ; basketball game ; hoops 	 sports 
 minzokushugi 	 patriotism ; nationalism 	 military 
 sokudo 	 speed ; velocity 	 mathematics 
 bochi 	 cemetery ; graveyard ; burial site ; burial ground ; burying ground ; memorial park ; necropolis 	
 bo_fu_ 	 storm ; violent storm 	 nature 
 kitsune 	 fox 	 mammal 
 taishikan 	 embassy 	 diplomacy 
 jinzo_ 	 kidney 	 anatomy 
 yo_shi 	 proton 	 physics 
 tenshi 	 angel 	 religion 
 kisho_gaku 	 meteorology 	 physics 
 ninjin 	 carrot ; cultivated carrot ; Daucus carota sativa 	 botany 
 ko_seki 	 mineral 	 material 
 suigin 	 mercury ; quicksilver ; hydrargyrum ; Hg ; atomic number 80 	 nature 
 sanjutsu 	 arithmetic 	 mathematics 
 kumo 	 spider 	 animal 
 taiwan 	 Taiwan ; China ; Nationalist China ; Republic of China 	 country 
 noriaijido_sha 	 bus ; autobus ; coach ; charabanc ; double-decker ; jitney ; motorbus ; motorcoach ; omnibus ; passenger vehicle 	 transport 
 nomi 	 flea 	 animal 
 akuma 	 devil ; fiend ; demon ; daemon ; daimon 	 mythology 
 hiko_jo_ 	 airport ; airdrome ; aerodrome ; drome 	 city 
 isobe 	 beach 	 nature 
 fu_do 	 climate ; clime 	 nature 
 jo_kaku 	 castle 	 city 
 sho_setsu 	 novel 	 literature 
 airurando 	 Ireland ; Republic of Ireland ; Irish Republic ; Eire 	 country 
 buki 	 weapon ; arm ; weapon system 	 object 
 hato 	 pigeon 	 animal 
 gesshirui 	 rodent ; gnawer 	 animal 
 shinrin 	 forest ; wood ; woods 	 nature 
 daigaku 	 university 	 education 
 kyo_ryu_ 	 dinosaur 	 animal 
 roku 	 six ; 6 ; vi ; half dozen ; half-dozen 	 number 
 ryu_ko_seikanbo_ 	 influenza ; flu ; grippe 	 disease 
 fukkatsusai 	 Easter 	
 tanima 	 valley ; vale 	 nature 
 konpaku 	 soul ; psyche 	 religion 
 ninniku 	 garlic ; ail 	 food 
 kenbikyo_ 	 microscope 	 object 
 kokonotsu 	 nine ; 9 ; ix 	 number 
 hakucho_ 	 swan 	 animal 
 hisen 	 waterfall ; falls 	 nature 
 hoshikusa 	 hay 	 agriculture 
 yo_gan 	 lava 	 nature 
 jo_myaku 	 vein ; vena ; venous blood vessel 	 anatomy 
 kata 	 shoulder 	 anatomy 
 shikyo_ 	 bishop 	 profession 
 niji 	 rainbow 	 weather 
 shihonshugi 	 capitalism ; capitalist economy 	 economics 
 kuchibashi 	 beak ; bill ; neb ; nib ; pecker 	 anatomy 
 byo_kin 	 virus 	 medicine 
 doyo_bi 	 Saturday ; Sabbatum ; Sat 	 time 
 do_shi 	 verb 	 linguistics 
 kujira 	 whale 	 animal 
 udonko 	 flour 	 world 
 ume 	 plum 	 fruit 
 o_mu 	 parrot 	 animal 
 seiki 	 century 	 time 
 shakaishugi 	 socialism ; socialist economy 	
 roba 	 domestic ass ; donkey ; Equus asinus 	 animal 
 mara 	 penis ; phallus ; member 	 anatomy 
 kagami 	 mirror 	 house 
 byo_ki 	 illness ; unwellness ; malady ; sickness 	 biology 
 go_kin 	 alloy ; metal 	 chemistry 
 o_sei 	 monarchy 	
 taiko 	 drum ; membranophone ; tympan 	 music 
 hoshiuranai 	 astrology ; star divination 	
 ko_go_sei 	 photosynthesis 	 biology 
 kyu_kei 	 onion ; onion plant ; Allium cepa 	 food 
 gigei 	 humanistic discipline ; humanities ; liberal arts ; arts 	 art 
 chu_seishi 	 neutron 	 physics 
 hanto_ 	 peninsula 	 nature 
 sho_wakusei 	 asteroid 	 astronomy 
 shoto_ 	 archipelago 	 nature 
 keisatsu 	 police ; police force ; constabulary ; law 	 society 
 shirami 	 louse ; sucking louse 	 animal 
 uchu_hiko_shi 	 astronaut ; spaceman ; cosmonaut 	 profession 
 shichimencho_ 	 turkey ; Meleagris gallopavo 	 animal 
 ryu_ 	 dragon ; firedrake 	 mythology 
 sho_ki 	 methane 	 nature 
 fukuro_ 	 owl ; bird of Minerva ; bird of night ; hooter 	 animal 
 shikeishikko_ 	 execution ; executing ; capital punishment ; death penalty 	
 ko_ku_ki 	 aircraft 	 transport 
 kachiku 	 cattle ; cows ; kine ; oxen ; Bos taurus 	 animal 
 myo_ji 	 surname ; family name ; cognomen ; last name 	 family 
 do_gu 	 tool 	 construction 
 kyu_ketsuki 	 vampire ; lamia 	 mythology 
 kenpou 	 fundamental law ; organic law ; constitution 	
 futokoro 	 breast ; bosom ; knocker ; boob ; tit ; titty 	 anatomy 
 gekijin 	 violence ; force 	 history 
 karada 	 health ; wellness 	 medicine 
 demizu 	 flood ; inundation ; deluge ; alluvion 	 nature 
 isu 	 chair 	 house 
 shisshoku 	 unemployment 	 economics 
 gan 	 cancer ; malignant neoplastic disease 	 medicine 
 koyomi 	 calendar 	 manufacturing 
 tatsumaki 	 tornado ; twister 	 nature 
 kyo_kan 	 teacher ; instructor 	 profession 
 netsurikigaku 	 thermodynamics 	 physics 
 sankakuho_ 	 trigonometry ; trig 	 mathematics 
 ko_gaku 	 optics 	 physics 
 seiza 	 constellation 	 astronomy 
 suzume 	 sparrow ; true sparrow 	 animal 
 nisshi 	 diary ; journal 	 accounting 
 cho_en 	 ellipse ; oval 	 art 
 in'ei 	 shadow 	 art 
 busshitsu 	 matter 	 material 
 biseibutsugaku 	 microbiology 	 biology 
 gacho_ 	 goose 	 animal 
 rashinban 	 compass 	 physics 
 ho_teishiki 	 equation 	 mathematics 
 kyu_ri 	 cucumber ; cuke 	 food 
 gikai 	 parliament 	
 makiwari 	 ax ; axe 	 object 
 ie 	 family ; household ; house ; home ; menage 	 family 
 do_igenso 	 isotope 	 physics 
 kuregata 	 evening ; eve ; even ; eventide 	 time 
 jiko_ 	 fashion 	 fashion 
 nawa 	 rope 	 transport 
 kohitsuji 	 lamb 	 meat 
 kurau 	 eat 	 verb 
 hyo_ 	 leopard ; Panthera pardus 	 animal 
 no_ko_ 	 density ; denseness 	 physics 
 idenshi 	 gene ; cistron ; factor 	 anatomy 
 mugi 	 barley ; barleycorn 	 cereal 
 seinen 	 age 	 time 
 kiri 	 fog ; fogginess ; murk ; murkiness 	 nature 
 tokage 	 lizard 	 animal 
 zo_ge 	 ivory ; tusk 	 substance 
 tenmaku 	 tent ; collapsible shelter 	 travelling 
 uradzuke 	 security 	 transport 
 sensei 	 dictatorship ; absolutism ; authoritarianism ; Caesarism ; despotism ; monocracy ; one-man rule ; shogunate ; Stalinism ; totalitarianism ; tyranny 	
 denki 	 biography ; life ; life story ; life history 	 literature 
 kekkaku 	 tuberculosis ; TB ; T.B. 	 medicine 
 bo_enkyo_ 	 telescope ; scope 	 physics 
 ichigo 	 strawberry 	 fruit 
 kashiwa 	 oak ; oak tree 	 botany 
 ko_so 	 enzyme 	 biology 
 denshikeisanki 	 computer ; computing machine ; computing device ; data processor ; electronic computer ; information processing system 	 device 
 wanizame 	 shark 	 animal 
 sho_bi 	 rose ; rosebush 	 plant 
 on'ingaku 	 phonetics 	 linguistics 
 kassen 	 battle ; conflict ; fight ; engagement 	 action 
 kairi 	 beaver 	 animal 
 hige 	 beard ; face fungus ; whiskers 	 anatomy 
 ikari 	 anchor ; ground tackle 	 technology 
 take 	 bamboo 	 world 
 sho_eki 	 juice 	
 karada 	 body ; organic structure ; physical structure 	 anatomy 
 matenro_ 	 skyscraper 	 building 
 kyakusha 	 hotel 	 city 
 tatakai 	 conflict ; struggle ; battle 	 history 
 sentai 	 moss 	 world 
 usagi 	 hare 	 animal 
 maho_tsukai 	 sorcerer ; magician ; wizard ; necromancer ; thaumaturge ; thaumaturgist 	 profession 
 densha 	 palace ; castle 	 history 
 ? 	 cathedral 	 religion 
 hiniku 	 sarcasm ; irony ; satire ; caustic remark 	
 ippa 	 party ; political party 	 organization 
 ben 	 dialect ; idiom ; accent 	 linguistics 
 cho_daimono 	 gift 	
 momo 	 peach 	 food 
 to_dai 	 beacon ; lighthouse ; beacon light ; pharos 	 place 
 hitotsu 	 one ; 1 ; i ; ane 	 number 
 go_ketsu 	 hero 	 mythology 
 cho_ho_kei 	 rectangle 	 geometry 
 minato 	 port 	 transport 
 shosei 	 student ; pupil ; educatee 	 profession 
 sensuikan 	 submarine ; pigboat ; sub ; U-boat 	 transport 
 so_nan 	 accident 	 transport 
 rappa 	 cornet ; horn ; trumpet ; trump 	 object 
 ko_mori 	 bat ; chiropteran 	 animal 
 chosakuka 	 writer ; author 	 profession 
 ho_shu_ 	 wage ; pay ; earnings ; remuneration ; salary 	 accounting 
 tsu_shin 	 communication ; communicating 	 linguistics 
 sainan 	 calamity ; catastrophe ; disaster ; tragedy ; cataclysm 	 ecology 
 ro_ka 	 corridor 	
 nikkei 	 cinnamon ; cinnamon bark 	 spice 
 kishi 	 knight 	 history 
 makitabako 	 cigarette ; cigaret ; coffin nail ; butt ; fag 	
 megane 	 spectacles ; specs ; eyeglasses ; glasses 	 clothes 
 seido_ 	 bronze 	 mechanical_engineering 
 shikimono 	 rug ; carpet ; carpeting 	 house 
 gunsotsu 	 soldier 	 profession 
 sobo 	 grandma ; grandmother ; granny ; grannie ; gran ; nan ; nanna 	 family 
 ongakuka 	 musician ; instrumentalist ; player 	 profession 
 tansha 	 motorcycle ; bike 	 transport 
 kosho_ 	 pepper ; common pepper ; black pepper ; white pepper ; Madagascar pepper ; Piper nigrum 	 food 
 shitai 	 cadaver ; corpse ; stiff ; clay ; remains 	 military 
 kaso 	 plastic 	
 ro_soku 	 candle ; taper ; wax light 	 house 
 tekken 	 fist ; clenched fist 	 anatomy 
 bushi 	 tune ; melody ; air ; strain ; melodic line ; line ; melodic phrase 	 music 
 tategoto 	 harp 	 music 
 rakkasan 	 parachute ; chute 	
 inryoku 	 gravity ; gravitation ; gravitational attraction ; gravitational force 	 nature 
 tonbo 	 dragonfly ; darning needle ; devil's darning needle ; sewing needle ; snake feeder ; snake doctor ; mosquito hawk ; skeeter hawk 	 animal 
 tankasuiso 	 hydrocarbon 	 chemistry 
